name,age,salary,monthly_expenses,savings,investments,debt,assets,financial_goal,risk_appetite
Aarna Sehgal,54,2235000.0,113900.0,425000.0,5699000.0,528000.0,7792000.0,23982000.0,moderate
Gunbir Goswami,51,1934000.0,129700.0,2368000.0,2866000.0,1938000.0,5785000.0,11920000.0,conservative
Kala Dua,31,583000.0,39300.0,756000.0,1522000.0,376000.0,1036000.0,8320000.0,moderate
Suhani Bedi,44,458000.0,26700.0,112000.0,971000.0,214000.0,931000.0,3985000.0,conservative
Daksh Sem,45,1267000.0,88600.0,1556000.0,431000.0,361000.0,4137000.0,3088000.0,aggressive
Nirja Suresh,40,1556000.0,66700.0,2104000.0,393000.0,1101000.0,6782000.0,8330000.0,aggressive
Zayyan Modi,57,2349000.0,91300.0,449000.0,6598000.0,2744000.0,11118000.0,20144000.0,aggressive
Hemang Thakkar,26,517000.0,15700.0,774000.0,1434000.0,216000.0,2562000.0,6760000.0,aggressive
Om Lala,31,406000.0,17700.0,23000.0,558000.0,413000.0,237000.0,1506000.0,moderate
Hardik Bhat,25,337000.0,18300.0,428000.0,669000.0,380000.0,317000.0,1990000.0,conservative
Ronith Barad,48,2381000.0,99700.0,2047000.0,2177000.0,2248000.0,2448000.0,7799000.0,aggressive
Aarav Sankar,46,694000.0,37000.0,998000.0,1460000.0,493000.0,3377000.0,3847000.0,moderate
Vivaan Bhalla,59,1067000.0,33300.0,576000.0,1428000.0,387000.0,520000.0,4316000.0,aggressive
Abha Bahl,42,1391000.0,61100.0,797000.0,1454000.0,56000.0,4848000.0,7064000.0,moderate
Kabir Ramachandran,27,408000.0,24600.0,518000.0,539000.0,361000.0,1954000.0,2329000.0,moderate
Zilmil Palla,39,592000.0,19800.0,640000.0,809000.0,679000.0,1703000.0,3549000.0,moderate
Ekalinga Mannan,25,691000.0,40700.0,636000.0,1954000.0,571000.0,27000.0,7696000.0,conservative
Yochana Kannan,47,1381000.0,84200.0,1359000.0,3666000.0,60000.0,453000.0,15516000.0,moderate
Siddharth Singhal,47,1028000.0,54300.0,1069000.0,600000.0,172000.0,3648000.0,6095000.0,conservative
Charvi Patil,54,951000.0,62800.0,114000.0,794000.0,448000.0,1894000.0,2180000.0,aggressive
Krish Kashyap,34,1474000.0,101600.0,325000.0,1324000.0,1750000.0,3727000.0,5479000.0,conservative
Bhavani Bhardwaj,33,679000.0,20800.0,212000.0,24000.0,69000.0,153000.0,558000.0,aggressive
Ethan Sagar,24,603000.0,34600.0,185000.0,960000.0,230000.0,2708000.0,3751000.0,moderate
Maanav Gill,37,1128000.0,44000.0,1435000.0,1633000.0,747000.0,5106000.0,11747000.0,moderate
Ekantika Seth,40,775000.0,35800.0,482000.0,290000.0,104000.0,2333000.0,1806000.0,moderate
Rajata Sachdeva,50,1070000.0,59000.0,813000.0,3179000.0,151000.0,2548000.0,10931000.0,moderate
Ronith Swamy,50,2124000.0,125000.0,382000.0,4851000.0,175000.0,4181000.0,11101000.0,moderate
Odika Mitra,27,793000.0,50900.0,1041000.0,436000.0,478000.0,785000.0,4145000.0,moderate
Krishna Shenoy,32,337000.0,19700.0,22000.0,713000.0,116000.0,1583000.0,2053000.0,moderate
Omaja Grover,41,1170000.0,72000.0,200000.0,1196000.0,55000.0,2862000.0,4928000.0,conservative
Arin Mani,34,690000.0,37300.0,847000.0,1310000.0,416000.0,373000.0,7449000.0,aggressive
Michael Munshi,22,209000.0,7100.0,50000.0,295000.0,183000.0,828000.0,875000.0,moderate
Ekanta Shroff,54,1556000.0,46800.0,1868000.0,648000.0,1249000.0,7561000.0,4854000.0,moderate
Champak Hans,49,776000.0,39800.0,433000.0,1071000.0,637000.0,1096000.0,3208000.0,moderate
Anita Mahajan,41,820000.0,48400.0,964000.0,2366000.0,542000.0,2817000.0,9174000.0,moderate
Darpan Dua,34,544000.0,18300.0,67000.0,1221000.0,510000.0,2711000.0,5055000.0,moderate
Harrison Loyal,54,1192000.0,56100.0,649000.0,2241000.0,89000.0,685000.0,9241000.0,conservative
Aarna Gupta,23,327000.0,13000.0,245000.0,827000.0,75000.0,1329000.0,2325000.0,moderate
Qabil Chauhan,38,603000.0,31800.0,577000.0,1499000.0,509000.0,1502000.0,8265000.0,moderate
Omisha Saraf,52,2341000.0,106400.0,2956000.0,6238000.0,943000.0,7834000.0,32997000.0,conservative
Triveni Doctor,58,1854000.0,69600.0,750000.0,605000.0,531000.0,1675000.0,3533000.0,conservative
Kritika Pandya,31,1153000.0,33800.0,1159000.0,448000.0,37000.0,1257000.0,5159000.0,moderate
Arya Karpe,46,1078000.0,45900.0,291000.0,2584000.0,1123000.0,2997000.0,5140000.0,moderate
Jeevika Taneja,29,450000.0,22800.0,541000.0,1344000.0,453000.0,564000.0,7460000.0,moderate
Bakhshi Tank,26,814000.0,55300.0,1142000.0,1374000.0,59000.0,2429000.0,4788000.0,aggressive
Isaiah Gala,35,617000.0,23800.0,73000.0,1785000.0,225000.0,271000.0,6747000.0,conservative
Damini Batta,55,1367000.0,69000.0,227000.0,2718000.0,352000.0,5344000.0,7926000.0,moderate
Mitesh Wason,48,1557000.0,82200.0,1856000.0,399000.0,386000.0,2133000.0,7602000.0,aggressive
Umang Bhavsar,40,603000.0,33900.0,800000.0,1676000.0,187000.0,2222000.0,5752000.0,moderate
Kashish Kale,32,834000.0,35700.0,826000.0,2100000.0,297000.0,680000.0,8111000.0,moderate
Vivaan Prakash,27,583000.0,19400.0,419000.0,937000.0,494000.0,2331000.0,4054000.0,aggressive
Aadhya Iyengar,32,1014000.0,68500.0,1181000.0,2263000.0,1180000.0,68000.0,8720000.0,moderate
Jai Mani,27,649000.0,44700.0,314000.0,684000.0,35000.0,554000.0,2659000.0,conservative
Dayita Sahota,29,859000.0,40700.0,1278000.0,1587000.0,333000.0,1451000.0,11286000.0,moderate
Aishani Ramachandran,48,1164000.0,62100.0,1489000.0,1443000.0,932000.0,4539000.0,7722000.0,moderate
Tara Srinivas,27,351000.0,10700.0,469000.0,555000.0,129000.0,56000.0,1947000.0,conservative
Unnati Dhillon,23,701000.0,21800.0,904000.0,1339000.0,161000.0,2595000.0,6092000.0,moderate
Vaishnavi Bal,42,586000.0,19000.0,822000.0,95000.0,118000.0,690000.0,3451000.0,moderate
Oscar Dyal,32,395000.0,23700.0,57000.0,114000.0,283000.0,1968000.0,365000.0,conservative
Ekansh Sen,39,1091000.0,42200.0,1492000.0,270000.0,198000.0,1565000.0,3988000.0,conservative
Vansha Bose,27,839000.0,30900.0,344000.0,1497000.0,97000.0,611000.0,4001000.0,moderate
Samar Naik,29,582000.0,17200.0,332000.0,721000.0,524000.0,1988000.0,2559000.0,moderate
Lucky Yogi,38,1220000.0,36700.0,717000.0,1830000.0,503000.0,1688000.0,6829000.0,moderate
Kashish Garde,48,602000.0,27700.0,233000.0,904000.0,646000.0,1626000.0,2657000.0,moderate
Shaurya Narasimhan,37,693000.0,35900.0,475000.0,84000.0,413000.0,2675000.0,1099000.0,aggressive
Bhanumati Bala,42,519000.0,27700.0,406000.0,1239000.0,82000.0,2076000.0,3865000.0,moderate
Urishilla Khatri,41,1268000.0,61200.0,337000.0,2665000.0,293000.0,1399000.0,7618000.0,moderate
Janya Atwal,32,378000.0,18300.0,216000.0,780000.0,400000.0,396000.0,2713000.0,moderate
Zaitra Sankar,32,416000.0,25200.0,231000.0,43000.0,63000.0,564000.0,860000.0,moderate
Ryan Guha,38,1030000.0,42500.0,1059000.0,2014000.0,390000.0,2033000.0,10286000.0,moderate
Isaiah Pandit,23,486000.0,19000.0,434000.0,730000.0,177000.0,1815000.0,4149000.0,moderate
Triveni Patla,48,1145000.0,74200.0,1246000.0,2613000.0,1357000.0,3103000.0,8210000.0,moderate
Udant Mody,45,1349000.0,78100.0,1601000.0,392000.0,1577000.0,5935000.0,6055000.0,moderate
Raagini Sibal,33,827000.0,40600.0,841000.0,1853000.0,687000.0,2888000.0,5280000.0,conservative
Jai Mittal,36,733000.0,29800.0,293000.0,2115000.0,207000.0,2248000.0,7344000.0,moderate
Dhriti Kapoor,34,491000.0,17100.0,382000.0,1254000.0,106000.0,1278000.0,6213000.0,moderate
Rudra Nigam,46,1389000.0,42700.0,1009000.0,3726000.0,100000.0,2866000.0,17415000.0,aggressive
Avi Ahuja,50,1586000.0,102600.0,250000.0,361000.0,117000.0,2743000.0,1845000.0,conservative
Vyanjana Dixit,26,602000.0,32400.0,811000.0,957000.0,680000.0,526000.0,3875000.0,moderate
Naksh Bali,37,920000.0,28600.0,168000.0,681000.0,666000.0,1243000.0,1568000.0,moderate
Rayaan Pall,22,199000.0,7100.0,292000.0,325000.0,47000.0,896000.0,1613000.0,aggressive
Ekiya Rajagopalan,39,1140000.0,46500.0,109000.0,2417000.0,1069000.0,4728000.0,6306000.0,aggressive
Aadi Lad,31,615000.0,24700.0,681000.0,1378000.0,56000.0,14000.0,6562000.0,moderate
Nidra Patla,34,608000.0,31600.0,284000.0,1809000.0,381000.0,681000.0,3696000.0,moderate
Aachal Rau,39,807000.0,37000.0,1099000.0,2318000.0,190000.0,3257000.0,5519000.0,moderate
Ridhi Chowdhury,34,565000.0,37200.0,703000.0,419000.0,304000.0,1654000.0,3718000.0,conservative
Sudiksha Ratti,36,1078000.0,63800.0,93000.0,2961000.0,296000.0,384000.0,9176000.0,moderate
Devansh Mital,51,801000.0,53800.0,66000.0,2124000.0,131000.0,3234000.0,5223000.0,aggressive
Sachi Kurian,52,954000.0,62100.0,882000.0,2070000.0,1061000.0,3594000.0,9922000.0,moderate
Quincy Sen,22,267000.0,18000.0,71000.0,206000.0,295000.0,376000.0,723000.0,moderate
Sachi Samra,36,1390000.0,97300.0,98000.0,785000.0,823000.0,5170000.0,3072000.0,aggressive
Balhaar Pandya,54,2054000.0,86600.0,2985000.0,2684000.0,1938000.0,9107000.0,20374000.0,conservative
Mitesh Chawla,42,563000.0,21300.0,545000.0,66000.0,136000.0,1822000.0,2057000.0,conservative
Baljiwan Nigam,29,875000.0,31500.0,57000.0,745000.0,417000.0,3253000.0,3074000.0,moderate
Zayyan Kaul,44,1716000.0,95000.0,1306000.0,378000.0,464000.0,420000.0,2829000.0,moderate
Wridesh Ray,27,315000.0,18100.0,88000.0,496000.0,32000.0,890000.0,1061000.0,moderate
Ishaan Desai,22,124000.0,4100.0,151000.0,229000.0,63000.0,467000.0,1322000.0,moderate
Yashvi Ghose,46,1112000.0,70500.0,102000.0,371000.0,994000.0,2572000.0,1572000.0,moderate
Lohit Doshi,41,1429000.0,88300.0,840000.0,3747000.0,1277000.0,2891000.0,11767000.0,aggressive
Daksha Pal,50,2234000.0,123700.0,883000.0,649000.0,1189000.0,6288000.0,4338000.0,moderate
Rachit Jani,35,557000.0,26400.0,820000.0,662000.0,298000.0,1879000.0,2978000.0,moderate
Robert Taneja,54,2622000.0,93300.0,428000.0,3941000.0,1897000.0,10706000.0,10276000.0,aggressive
Timothy Rama,38,394000.0,19800.0,431000.0,688000.0,441000.0,1608000.0,1896000.0,moderate
Krishna Hayer,50,1125000.0,40300.0,836000.0,1077000.0,203000.0,3955000.0,3033000.0,conservative
Anita Dixit,25,350000.0,19000.0,432000.0,749000.0,170000.0,1721000.0,3717000.0,moderate
Widisha Memon,25,606000.0,25500.0,219000.0,621000.0,659000.0,1630000.0,2505000.0,moderate
William More,51,2071000.0,81700.0,2672000.0,1570000.0,1364000.0,4590000.0,13794000.0,moderate
Peter Parmar,53,1934000.0,91900.0,2762000.0,2629000.0,1840000.0,3199000.0,13280000.0,moderate
Triveni Rama,57,951000.0,50700.0,341000.0,324000.0,528000.0,591000.0,2336000.0,moderate
Bakhshi Morar,34,974000.0,43300.0,392000.0,2823000.0,1077000.0,1083000.0,7850000.0,conservative
Lipika Sama,22,359000.0,24900.0,520000.0,592000.0,384000.0,549000.0,2524000.0,conservative
Waida Prabhakar,59,889000.0,26100.0,604000.0,384000.0,476000.0,2252000.0,2960000.0,moderate
Aishani Sawhney,44,519000.0,34900.0,655000.0,1239000.0,3000.0,2589000.0,5425000.0,moderate
Radhika Yohannan,31,884000.0,25800.0,1124000.0,1910000.0,601000.0,3428000.0,10030000.0,conservative
Sanya Varughese,51,1235000.0,47200.0,618000.0,1595000.0,302000.0,5482000.0,5855000.0,conservative
Teerth Varghese,56,950000.0,67100.0,294000.0,2804000.0,274000.0,861000.0,11986000.0,conservative
Dhruv Agate,32,604000.0,35900.0,351000.0,907000.0,311000.0,73000.0,3427000.0,conservative
Vasatika Basak,51,1494000.0,83700.0,1357000.0,954000.0,807000.0,21000.0,3561000.0,moderate
Jeet Saxena,51,1277000.0,75900.0,984000.0,3031000.0,1319000.0,3209000.0,11824000.0,aggressive
Nathaniel Kapur,41,561000.0,25900.0,627000.0,1563000.0,21000.0,330000.0,7457000.0,moderate
Harsh Shankar,46,2206000.0,136400.0,1866000.0,1736000.0,781000.0,2089000.0,9903000.0,moderate
Ekavir Krishnan,32,924000.0,32900.0,1125000.0,19000.0,701000.0,821000.0,2595000.0,moderate
Garima Kannan,57,1356000.0,84400.0,272000.0,2479000.0,1012000.0,4839000.0,7912000.0,moderate
Krishna Vasa,59,1438000.0,98200.0,987000.0,3161000.0,548000.0,6854000.0,13226000.0,conservative
Isha Borde,59,1809000.0,117400.0,133000.0,1416000.0,386000.0,1096000.0,4749000.0,moderate
Nisha Bajwa,50,862000.0,51700.0,194000.0,2492000.0,287000.0,461000.0,6765000.0,moderate
Sathvik Nadig,23,375000.0,21100.0,199000.0,189000.0,402000.0,618000.0,952000.0,conservative
Upma Deo,35,474000.0,24100.0,643000.0,1139000.0,150000.0,1511000.0,6284000.0,aggressive
Azad Panchal,38,839000.0,38300.0,504000.0,2206000.0,495000.0,1549000.0,5837000.0,conservative
Dhriti Pal,58,1036000.0,67600.0,463000.0,531000.0,1171000.0,1442000.0,2447000.0,moderate
Parth Rattan,42,676000.0,38000.0,691000.0,1017000.0,96000.0,389000.0,5390000.0,moderate
Dayita Rajagopalan,42,1779000.0,84100.0,1904000.0,150000.0,1859000.0,4074000.0,5210000.0,moderate
Shivani Mody,27,485000.0,30000.0,363000.0,934000.0,433000.0,86000.0,3232000.0,moderate
Guneet Lad,52,1452000.0,45600.0,680000.0,2380000.0,846000.0,4561000.0,5545000.0,moderate
Omkaar Vasa,34,356000.0,22400.0,174000.0,831000.0,405000.0,1466000.0,2799000.0,conservative
Yashasvi Madan,25,329000.0,20700.0,105000.0,495000.0,29000.0,1593000.0,2384000.0,moderate
Ladli Bumb,59,1874000.0,72500.0,1079000.0,1990000.0,1922000.0,3020000.0,11170000.0,moderate
Jhalak Warrior,29,583000.0,17900.0,171000.0,239000.0,138000.0,2405000.0,1419000.0,conservative
Akshay Bedi,22,141000.0,8300.0,138000.0,22000.0,60000.0,357000.0,434000.0,moderate
Banjeet Sachar,24,398000.0,14900.0,536000.0,631000.0,58000.0,533000.0,4151000.0,moderate
Vihaan Chahal,39,1018000.0,71900.0,426000.0,2806000.0,605000.0,491000.0,12223000.0,moderate
Darsh Sur,25,635000.0,18800.0,255000.0,1459000.0,129000.0,1419000.0,3505000.0,conservative
Noah Nagy,54,1129000.0,43700.0,1527000.0,1331000.0,346000.0,4896000.0,7835000.0,moderate
Aahana Minhas,41,440000.0,13600.0,384000.0,1299000.0,31000.0,2085000.0,6129000.0,moderate
Vedant Chahal,34,508000.0,31400.0,563000.0,280000.0,186000.0,1174000.0,2996000.0,moderate
Tanmayi Zachariah,22,204000.0,10900.0,273000.0,611000.0,40000.0,789000.0,3278000.0,moderate
Peter Subramanian,40,1204000.0,77700.0,1221000.0,831000.0,990000.0,1282000.0,7993000.0,conservative
Isha Sodhi,27,184000.0,12700.0,207000.0,93000.0,141000.0,685000.0,665000.0,moderate
Theodore Mammen,59,1363000.0,74400.0,833000.0,3510000.0,1088000.0,147000.0,12869000.0,conservative
Aayush Munshi,33,1128000.0,43800.0,1591000.0,1587000.0,915000.0,2359000.0,6033000.0,moderate
Pallavi Samra,40,932000.0,30800.0,998000.0,2494000.0,115000.0,3586000.0,9825000.0,aggressive
Sara Butala,22,411000.0,26800.0,63000.0,922000.0,105000.0,753000.0,1658000.0,moderate
Indali Keer,26,248000.0,9800.0,226000.0,117000.0,219000.0,128000.0,874000.0,aggressive
Varsha Johal,29,311000.0,20600.0,58000.0,114000.0,180000.0,1510000.0,482000.0,moderate
Shivani Gour,23,554000.0,36400.0,447000.0,743000.0,419000.0,828000.0,3856000.0,aggressive
Sneha Varma,49,1290000.0,71400.0,230000.0,2173000.0,88000.0,272000.0,4895000.0,aggressive
Fitan Divan,57,1581000.0,85900.0,1517000.0,2007000.0,733000.0,3226000.0,13017000.0,aggressive
Isha Majumdar,59,1078000.0,74100.0,767000.0,686000.0,567000.0,3757000.0,2280000.0,moderate
Tejas Shenoy,32,673000.0,40800.0,573000.0,439000.0,559000.0,1291000.0,3073000.0,aggressive
Faris Warrior,51,881000.0,50800.0,873000.0,1348000.0,964000.0,3967000.0,8398000.0,moderate
Wriddhish Ganguly,41,1462000.0,69200.0,604000.0,63000.0,1008000.0,1558000.0,2444000.0,aggressive
Ekalinga Ranganathan,23,870000.0,42900.0,447000.0,1146000.0,795000.0,2517000.0,4477000.0,moderate
Rachita Kumer,25,480000.0,21800.0,360000.0,48000.0,371000.0,257000.0,758000.0,conservative
Udyati Hari,42,801000.0,54900.0,698000.0,2098000.0,875000.0,473000.0,4877000.0,aggressive
Tanmayi Arora,38,354000.0,19700.0,492000.0,659000.0,344000.0,346000.0,3775000.0,moderate
Sai Basu,22,166000.0,10200.0,93000.0,80000.0,49000.0,181000.0,313000.0,moderate
Qabil Das,57,2628000.0,80700.0,2386000.0,6059000.0,701000.0,8666000.0,13928000.0,aggressive
Qadim Ranganathan,49,868000.0,56100.0,1205000.0,1283000.0,950000.0,3683000.0,6519000.0,aggressive
Vidhi Sachdeva,41,848000.0,39500.0,925000.0,1299000.0,608000.0,3670000.0,4364000.0,moderate
Bhavani Dugar,59,2006000.0,120100.0,1055000.0,1541000.0,1082000.0,6302000.0,9132000.0,moderate
Advay Dutta,58,2621000.0,80800.0,1707000.0,3096000.0,2202000.0,5332000.0,13712000.0,conservative
Nakul Bhandari,59,1487000.0,98800.0,1969000.0,3917000.0,503000.0,1968000.0,21412000.0,moderate
Rishi Puri,31,534000.0,30300.0,366000.0,236000.0,518000.0,783000.0,1489000.0,moderate
Falan Tiwari,55,1492000.0,72000.0,620000.0,2792000.0,945000.0,3379000.0,12982000.0,moderate
Jeremiah Bail,41,775000.0,32400.0,627000.0,504000.0,810000.0,2437000.0,4460000.0,moderate
Nakul Walia,49,1018000.0,42900.0,325000.0,1358000.0,786000.0,2826000.0,4848000.0,moderate
Gagan Dhar,54,1640000.0,68600.0,1466000.0,2622000.0,512000.0,6245000.0,8044000.0,conservative
Advay Mital,28,544000.0,18800.0,809000.0,199000.0,630000.0,349000.0,1647000.0,moderate
Dayita Bandi,39,1887000.0,91500.0,2746000.0,444000.0,911000.0,1065000.0,12108000.0,conservative
Gauri Bose,26,513000.0,24700.0,482000.0,745000.0,472000.0,2541000.0,3402000.0,moderate
Yachana Modi,32,973000.0,45100.0,1299000.0,1195000.0,298000.0,1537000.0,4999000.0,moderate
Benjamin Chaudhary,37,567000.0,33100.0,699000.0,1567000.0,284000.0,2754000.0,5522000.0,moderate
Nikita Varghese,54,1707000.0,79600.0,2438000.0,3574000.0,1512000.0,2470000.0,23009000.0,moderate
Prisha Bhasin,54,1103000.0,36300.0,1452000.0,2968000.0,922000.0,356000.0,17248000.0,aggressive
Parth Chawla,36,907000.0,58700.0,1229000.0,2526000.0,1022000.0,2302000.0,7568000.0,moderate
Yashvi Zacharia,34,916000.0,42900.0,351000.0,52000.0,877000.0,904000.0,1114000.0,aggressive
David Arora,42,1018000.0,57500.0,284000.0,2687000.0,396000.0,4579000.0,10444000.0,moderate
Chatresh Karnik,56,3460000.0,235000.0,394000.0,9949000.0,3584000.0,7482000.0,34192000.0,moderate
Viraj Boase,59,2629000.0,160700.0,2645000.0,3570000.0,2906000.0,5797000.0,19509000.0,conservative
Aradhana Ben,30,876000.0,45200.0,1230000.0,1671000.0,1003000.0,1706000.0,10361000.0,moderate
Jai Narain,29,712000.0,36900.0,1062000.0,739000.0,769000.0,395000.0,6370000.0,moderate
Zayyan Sethi,48,2243000.0,144800.0,2884000.0,664000.0,1872000.0,6990000.0,10687000.0,moderate
Pratyush Pingle,33,414000.0,26300.0,520000.0,326000.0,395000.0,320000.0,2308000.0,moderate
Falan Nazareth,29,880000.0,32200.0,706000.0,213000.0,684000.0,2815000.0,3259000.0,moderate
Ubika Solanki,23,237000.0,13100.0,167000.0,346000.0,91000.0,474000.0,1749000.0,aggressive
Kashvi Nayak,37,677000.0,44200.0,662000.0,1327000.0,663000.0,2887000.0,3958000.0,moderate
Nilima Nazareth,36,962000.0,60300.0,80000.0,15000.0,263000.0,2503000.0,262000.0,aggressive
Yagnesh Tata,43,1594000.0,54800.0,1916000.0,1094000.0,825000.0,7080000.0,8969000.0,aggressive
Arin Chowdhury,29,364000.0,17200.0,365000.0,81000.0,150000.0,46000.0,1746000.0,moderate
Jacob Seshadri,49,1041000.0,52800.0,309000.0,3016000.0,215000.0,3776000.0,8960000.0,moderate
Balendra Sen,47,1216000.0,48500.0,1182000.0,2930000.0,1166000.0,3398000.0,8979000.0,moderate
Chanchal Deol,39,838000.0,48200.0,770000.0,78000.0,475000.0,708000.0,1678000.0,moderate
Reva Pillai,28,688000.0,33700.0,821000.0,1680000.0,435000.0,364000.0,9578000.0,conservative
Bimala Agate,41,3212000.0,133500.0,4061000.0,7971000.0,1935000.0,11839000.0,34578000.0,moderate
Charita Mangal,47,1361000.0,58800.0,568000.0,3288000.0,1126000.0,2555000.0,8208000.0,moderate
Kamya Dhingra,36,611000.0,39600.0,752000.0,1610000.0,129000.0,233000.0,6032000.0,moderate
Girish Bhatnagar,32,413000.0,27000.0,130000.0,580000.0,248000.0,1435000.0,1118000.0,conservative
Tanmayi Iyer,41,861000.0,54300.0,535000.0,618000.0,269000.0,1252000.0,1740000.0,moderate
Rishi Radhakrishnan,35,543000.0,36500.0,415000.0,1418000.0,633000.0,815000.0,4320000.0,aggressive
Gopal Kala,37,972000.0,66900.0,1183000.0,2434000.0,70000.0,399000.0,11824000.0,aggressive
Dakshesh Kala,35,884000.0,43900.0,1199000.0,729000.0,985000.0,1868000.0,6425000.0,aggressive
Chakrika Mani,33,582000.0,19300.0,44000.0,1014000.0,42000.0,2657000.0,1600000.0,moderate
Arin Subramaniam,49,2494000.0,155900.0,2791000.0,4167000.0,327000.0,10727000.0,22323000.0,conservative
Balveer Kumar,39,692000.0,38400.0,915000.0,1012000.0,753000.0,1145000.0,6546000.0,aggressive
Chavvi Sama,39,858000.0,38600.0,1230000.0,1567000.0,667000.0,1316000.0,5815000.0,aggressive
Tanveer Karpe,46,1426000.0,99600.0,625000.0,359000.0,555000.0,6177000.0,1853000.0,conservative
Abhimanyu Kar,35,1032000.0,44700.0,310000.0,1408000.0,729000.0,3816000.0,5610000.0,moderate
Dominic Chhabra,25,633000.0,42400.0,490000.0,531000.0,126000.0,645000.0,2980000.0,moderate
Isha Tella,54,1650000.0,88900.0,2238000.0,12000.0,128000.0,7411000.0,5607000.0,moderate
Frado Halder,24,534000.0,16400.0,271000.0,832000.0,32000.0,2435000.0,3250000.0,moderate
Ijaya Rattan,43,820000.0,53300.0,642000.0,897000.0,266000.0,1396000.0,5426000.0,aggressive
Nitara Samra,32,896000.0,54600.0,1338000.0,1159000.0,193000.0,4000000.0,4327000.0,conservative
Atharv Virk,30,796000.0,44500.0,566000.0,266000.0,385000.0,2641000.0,2314000.0,aggressive
Shivansh Narain,23,569000.0,31200.0,547000.0,863000.0,599000.0,2491000.0,3090000.0,conservative
Gaurika Mahal,56,831000.0,31800.0,1241000.0,673000.0,377000.0,1601000.0,4233000.0,moderate
Nitara Anne,38,626000.0,23900.0,365000.0,1000.0,299000.0,1246000.0,1257000.0,moderate
Kamya Dyal,35,1007000.0,30600.0,449000.0,2356000.0,146000.0,2532000.0,8762000.0,moderate
Widisha Rastogi,50,506000.0,18000.0,233000.0,953000.0,600000.0,667000.0,4411000.0,moderate
Arin Andra,23,398000.0,17200.0,376000.0,630000.0,69000.0,1069000.0,2430000.0,conservative
Garima Handa,43,1500000.0,77500.0,429000.0,2799000.0,609000.0,3818000.0,8919000.0,aggressive
Pranit Sheth,40,760000.0,26300.0,219000.0,738000.0,863000.0,715000.0,1781000.0,conservative
Chanakya Yadav,43,890000.0,46600.0,380000.0,329000.0,486000.0,3985000.0,2575000.0,conservative
Urishilla Jani,26,302000.0,12100.0,252000.0,323000.0,123000.0,158000.0,1752000.0,conservative
Kavya Seshadri,58,1300000.0,51700.0,1656000.0,3077000.0,1116000.0,5735000.0,17873000.0,moderate
Udant Kibe,31,518000.0,35600.0,423000.0,945000.0,21000.0,1393000.0,4214000.0,moderate
Raghav Dhaliwal,47,925000.0,65200.0,1096000.0,2196000.0,357000.0,2230000.0,6042000.0,moderate
Pahal Chana,50,989000.0,62300.0,1423000.0,2677000.0,689000.0,4245000.0,11924000.0,conservative
Tanvi Shroff,35,687000.0,21600.0,772000.0,515000.0,817000.0,1557000.0,4985000.0,aggressive
Noah Bawa,26,398000.0,23700.0,391000.0,1092000.0,462000.0,603000.0,2847000.0,conservative
Neelima Deshpande,33,1320000.0,48300.0,82000.0,2624000.0,992000.0,1042000.0,6279000.0,aggressive
Vanya Kale,52,1176000.0,62200.0,823000.0,1978000.0,480000.0,4044000.0,8723000.0,moderate
Matthew Joshi,56,1681000.0,111600.0,737000.0,2538000.0,1110000.0,7002000.0,9576000.0,moderate
Neha Gole,57,1246000.0,56100.0,988000.0,1752000.0,1396000.0,3179000.0,5364000.0,moderate
Yashoda Tiwari,30,472000.0,32000.0,675000.0,105000.0,378000.0,667000.0,1484000.0,moderate
Chaitanya Sura,45,609000.0,35700.0,313000.0,100000.0,109000.0,2865000.0,771000.0,aggressive
Yadavi Dube,27,274000.0,11400.0,78000.0,272000.0,319000.0,886000.0,994000.0,moderate
Faris Amble,48,793000.0,26300.0,989000.0,484000.0,859000.0,2160000.0,5569000.0,moderate
Jacob Rai,37,880000.0,55600.0,1308000.0,229000.0,229000.0,3485000.0,4233000.0,conservative
Aarav Sachar,49,1814000.0,87500.0,2143000.0,133000.0,1430000.0,3030000.0,5746000.0,moderate
Neel Saraf,48,647000.0,20800.0,162000.0,1899000.0,682000.0,2382000.0,4170000.0,moderate
Caleb Nanda,59,1316000.0,44000.0,1117000.0,837000.0,348000.0,2308000.0,7259000.0,aggressive
Ijaya Bhakta,40,576000.0,40000.0,367000.0,1702000.0,638000.0,743000.0,8207000.0,moderate
Ekavir Balakrishnan,34,656000.0,25800.0,635000.0,1072000.0,142000.0,763000.0,5591000.0,moderate
Dhriti Oza,42,1457000.0,101200.0,1485000.0,838000.0,624000.0,6437000.0,6479000.0,moderate
Dakshesh Nigam,28,436000.0,25100.0,532000.0,190000.0,493000.0,1756000.0,2732000.0,moderate
Chandani Prashad,26,433000.0,18100.0,172000.0,261000.0,492000.0,451000.0,1218000.0,moderate
Nitara Bala,41,1606000.0,72500.0,2327000.0,1753000.0,45000.0,564000.0,9643000.0,moderate
Aachal Bal,53,1626000.0,100100.0,587000.0,1000000.0,1691000.0,1257000.0,3122000.0,moderate
Advik Sarin,42,766000.0,36200.0,176000.0,1903000.0,638000.0,1178000.0,3834000.0,moderate
Ronith Kashyap,51,1390000.0,44900.0,1740000.0,1531000.0,1454000.0,4238000.0,8578000.0,moderate
Kiaan Sama,28,382000.0,14800.0,276000.0,604000.0,212000.0,1271000.0,2177000.0,moderate
Chasmum Sant,39,1037000.0,67400.0,789000.0,1559000.0,1221000.0,591000.0,4738000.0,aggressive
